@relation 'Station 46001_X150.214.94.234.71.3.2_1.arff'

@attribute air numeric
@attribute pres numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute WVHT numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric
@attribute WDIR numeric

@data
276.893948,101400.715206,9.6,12.3,3.08,10.81,6.56,?,1010.5,3.8,6.6,?,?,?,243
277.230326,101550.739854,8.3,9.9,2.71,10,6.22,?,1013,4.2,6.6,?,?,?,234
277.724951,101669.058091,4.2,5.2,1.92,7.14,5.87,?,1014.1,4.2,6.4,?,?,?,183
278.39529,101642.743368,8.8,10.7,1.83,8.33,5.17,?,1013,5.7,6.5,?,?,?,143
279.05145,101506.881461,8.5,9.9,2.02,6.67,4.96,?,1011.1,5.9,6.6,?,?,?,122
279.517117,101530.280622,1.8,2.6,1.65,7.14,5.73,?,1009.4,6.1,6.5,?,?,?,138
279.389448,101573.56964,2.5,3.3,1.88,11.43,5.95,?,1010,5.8,6.5,?,?,?,161
279.377993,101770.750115,3.6,4.3,2.05,7.69,6.5,?,1012.9,5.6,6.4,?,?,?,237
279.386433,101961.152308,3.9,4.6,2.03,7.69,6.04,?,1015.8,5.7,6.3,?,?,?,112
279.69943,102028.291108,3.5,4.3,1.55,7.69,6.07,?,1017.7,6.3,6.5,?,?,?,69
279.466226,101944.155402,7,8.6,1.67,7.14,5.12,?,1017.5,6.2,6.5,?,?,?,93
279.620786,101564.050418,8.1,9.9,1.61,7.14,4.73,?,1013,6.3,6.5,?,?,?,90
279.379391,100935.549191,12.8,14.8,2.41,6.67,5.03,?,1006.7,5.7,6.4,?,?,?,85
279.53359,100548.961666,15.3,19.1,5.02,11.43,7.3,?,1002.3,5.4,6.1,?,?,?,79
279.519364,100460.185898,15.5,19.5,5.38,12.9,7.73,?,1000.2,6.2,6.4,?,?,?,60
279.746746,100400.162361,14.9,18.6,5.24,12.12,7.27,?,999,6.1,6.3,?,?,?,71
280.445252,100484.319074,12.1,15.9,4.53,11.43,7.29,?,1000.3,6.4,6.3,?,?,?,75
280.910765,100375.96811,10.2,11.9,4.17,10.81,7.06,?,999.8,6.1,6.3,?,?,?,69
280.29295,100216.510159,9.9,11.7,3.61,11.43,6.89,?,998.1,6.5,6.2,?,?,?,63
279.814984,99807.723057,8.5,10.4,3.51,10.81,7.45,?,994.1,5.8,6.2,?,?,?,32
279.049688,99641.593363,9.3,11.6,3.69,10,6.95,?,991.5,5.4,6.3,?,?,?,45
279.208597,99331.002886,8.2,9.6,2.87,10,6.96,?,989.3,4.9,6.2,?,?,?,50
278.441853,99432.444767,10.2,12.6,3.27,10,6.52,?,989.3,4.9,6.2,?,?,?,50
279.736045,99519.066515,11.5,13.6,3.31,10,6.31,?,989.3,4.4,6.1,?,?,?,47
279.378989,99725.544524,6,7.8,3.8,10.81,7.02,?,991.3,6.3,6.2,?,?,?,83
278.841762,99956.161844,9.2,10.8,3.19,10.81,6.55,?,994.1,5.1,6.1,?,?,?,52
277.412929,100098.366486,9.2,10.7,3.37,12.9,7.14,?,996.5,3.9,6.1,?,?,?,10
276.85948,99994.495311,7.4,9.2,2.87,11.43,6.58,?,996.8,3.4,6.1,?,?,?,354
276.36059,99900.644311,4.1,5.3,2.4,7.69,6.73,?,994.8,3,6,?,?,?,354
276.581807,99707.171724,6.5,9.2,2.79,8.33,6.58,?,992.7,3.2,6,?,?,?,347
276.401192,99592.06217,10.1,12.7,2.77,7.69,6.28,?,991.7,3.2,6,?,?,?,357
276.525593,99501.379745,8.3,11.1,2.98,9.09,6.27,?,990.4,2.7,6,?,?,?,356
276.616193,99340.985523,5.6,8.2,2.66,7.69,6.2,?,989.1,3,5.9,?,?,?,349
276.477223,99285.699503,7.5,10.1,2.67,9.09,6.15,?,987.9,2.6,5.8,?,?,?,358
275.911792,99195.859534,6.9,9.4,2.63,8.33,6.13,?,987.3,2.5,5.8,?,?,?,358
275.496283,99129.591202,0.6,2.7,2.88,9.09,6.61,?,986.4,0.2,5.7,?,?,?,162
275.522542,99152.110598,2.3,4.1,2.54,9.09,6.52,?,986.3,1.6,5.8,?,?,?,354
277.112885,99334.644693,0.4,1.2,2.41,7.69,6.62,?,988.1,2.6,5.7,?,?,?,101
276.50984,99426.116914,2.7,3.6,2.19,7.14,6.27,?,989.6,2.4,5.7,?,?,?,34
276.412383,99317.428235,4.4,5.7,2.19,8.33,6.59,?,988.3,2.4,5.8,?,?,?,33
276.085427,99301.848261,1.9,3.3,2.76,7.14,6.65,?,987.2,2.9,5.7,?,?,?,306
275.952268,99332.099613,5.3,7,2.86,8.33,6.76,?,987.3,2.9,5.7,?,?,?,269
275.004613,99479.268126,12.7,15,3.07,8.33,6.19,?,989.1,1.2,5.8,?,?,?,289
274.617408,99635.943125,9.1,11.4,2.77,8.33,6.11,?,992.7,-0.3,5.7,?,?,?,270
274.55696,99902.216173,7.8,9.6,3.34,8.33,6.66,?,993.8,0.7,5.6,?,?,?,286
274.042492,99846.434736,9.7,12.6,2.54,7.14,5.36,?,996.1,-1.3,5.6,?,?,?,241
274.146542,100062.035233,10.9,14.2,3.93,9.09,6.79,?,996.8,-1.5,5.6,?,?,?,254
274.231316,100132.557627,12.6,15.9,3.87,10,6.62,?,996.7,-0.4,5.6,?,?,?,233
275.849657,100372.999794,3.3,4.7,3.35,9.09,6.71,?,995.2,0.9,5.5,?,?,?,70
276.143449,100855.905683,13.3,16,3.36,9.09,6.77,?,1002.1,2.8,5.4,?,?,?,303
276.081592,101376.033228,6.2,7.7,2.57,9.09,6.24,?,1008.7,3.2,5.5,?,?,?,315
275.6914,101656.21042,9,10.5,2.02,7.14,5.52,?,1011.8,2.6,5.5,?,?,?,272
275.019308,101652.404592,4.5,6.2,1.99,6.67,5.63,?,1012.6,1.4,5.5,?,?,?,231
275.776335,101501.585808,5.9,7,1.67,6.67,5.41,?,1012.4,1.4,5.5,?,?,?,189
277.359562,101090.630531,10,11.9,1.62,8.33,4.47,?,1008.7,2.6,5.5,?,?,?,137
278.490271,100530.230483,12.1,14.7,2.63,6.67,5.2,?,1003.4,4.4,5.5,?,?,?,130
279.450952,99988.80042,12.5,14.3,3.16,7.69,5.57,?,995.8,5.7,5.5,?,?,?,126
279.699652,99566.221368,12.2,15.5,2.74,7.69,5.68,?,992,6.2,5.5,?,?,?,227
279.352054,99933.329085,12.3,15.5,3.46,8.33,6.22,?,997.2,6.1,5.5,?,?,?,226
278.696379,100241.053019,13.9,17.4,4.45,10,6.97,?,1000.2,6,5.5,?,?,?,222
279.399321,100609.507614,14.6,18.5,5.2,11.43,7.53,?,1003,6.1,5.4,?,?,?,233
279.108449,100886.67228,13.2,17,7.73,13.79,9.52,?,1007.5,5.8,5.5,?,?,?,233
278.903397,101101.776877,12.5,16.4,6.58,16,9.26,?,1009,5.3,5.4,?,?,?,231
278.377631,100869.860439,9.6,13,5.05,14.81,9.2,?,1006.8,4.2,5.4,?,?,?,213
277.996271,100401.424048,7.2,9,4.36,13.79,8.91,?,1000.6,3.8,5.4,?,?,?,297
278.259245,100656.376635,10.3,12.9,3.59,12.9,7.48,?,1001.7,4.2,5.4,?,?,?,286
277.77971,101219.816494,12.9,15.2,3.78,11.43,6.79,?,1006.4,4.4,5.4,?,?,?,305
277.525097,101672.821675,12.6,16,4.88,10.81,7.13,?,1011.4,4.5,5.3,?,?,?,312
277.166365,102015.924061,11,13.9,4.84,10.81,7.62,?,1015.2,4,5.3,?,?,?,291
278.385382,101915.997729,10.1,12.8,4.62,10.81,7.34,?,1015.7,4.8,5.3,?,?,?,269
278.967173,101631.191801,9.9,11.6,3.51,10.81,6.94,?,1013.5,5.6,5.3,?,?,?,258
279.457075,101068.706242,12.6,15.4,3.23,9.09,5.97,?,1008.6,4.7,5.3,?,?,?,232
278.756862,100224.946079,9,10.9,2.92,7.69,6.15,?,999.5,5.2,5.3,?,?,?,241
279.698464,100275.647134,14,17.6,3.56,7.14,6.09,?,998.4,5.4,5.3,?,?,?,267
278.988831,100732.604994,16.5,21,4.01,10,6.53,?,1002.2,5.4,5.3,?,?,?,271
278.674009,100935.831186,14.2,18.2,4.85,10,7.33,?,1004.5,5.2,5.3,?,?,?,263
278.628267,100863.737413,12.5,16.4,4.13,9.09,6.91,?,1004.6,5.2,5.2,?,?,?,262
278.86629,100564.376019,10.7,13.1,3.79,9.09,6.83,?,1002.3,5.1,5.3,?,?,?,247
277.955998,99882.019559,8.6,10.3,2.96,9.09,6.52,?,997.2,4.3,5.2,?,?,?,232
277.332694,99055.003308,4.7,6.1,2.86,9.09,6.73,?,986,1.2,5.1,?,?,?,84
277.263258,98835.662553,11.7,14.4,2.37,10,5.81,?,983.4,3.7,5.2,?,?,?,7
276.668652,99126.18149,14.3,17.8,3.3,7.69,6.23,?,986.1,3.7,5.2,?,?,?,321
276.747936,99117.340994,10.3,13.1,2.99,7.69,5.82,?,986.6,3.3,5.2,?,?,?,286
276.71795,99117.196771,12.2,16,3.45,7.69,6.37,?,986.3,3.5,5.2,?,?,?,294
275.80756,99167.681337,12.1,15.9,4.83,9.09,7.17,?,987.1,2.5,5.2,?,?,?,280
273.850964,99278.581518,12.9,16.1,4.96,11.43,7.4,?,987.6,0.8,5.2,?,?,?,260
272.082673,99230.597342,10.4,13.4,4.72,11.43,7.47,?,988,0.1,5,?,?,?,317
272.292275,99491.094847,13,15.7,4.92,10.81,7.66,?,989.2,-2,5.1,?,?,?,327
273.198064,99786.488865,17.2,22.2,5.28,10.81,7.25,?,991.4,-1.7,5,?,?,?,321
273.886232,100056.702774,17.1,21.1,6.36,10.81,8.16,?,994.2,0,5,?,?,?,327
273.672832,100235.273338,16.2,19.9,6.16,10.81,7.84,?,996.7,0.2,4.9,?,?,?,319
274.550421,100649.242452,16.5,20.9,5.94,10.81,7.83,?,1000.9,0.5,4.8,?,?,?,323
274.668103,101005.789655,14.3,17.4,5.12,10,7.31,?,1005.3,0.8,4.8,?,?,?,317
275.075149,101064.954678,8.2,10.4,4.31,10,7.08,?,1007.3,1.7,4.8,?,?,?,294
275.370327,100538.903501,6.3,7.9,2.69,7.69,6.82,?,1003.3,2.7,4.7,?,?,?,184
276.787807,99049.560011,14.7,18.8,3.03,6.67,5.41,?,989.1,1.4,4.9,?,?,?,131
276.478118,98209.488739,13.8,18,4.79,9.09,7.01,?,977.4,2.8,4.7,?,?,?,120
277.290486,98266.159274,6.3,7.9,3.63,9.09,6.82,?,974.4,4.5,4.8,?,?,?,84
276.347635,98615.736181,13.9,18.5,5.22,11.43,7.44,?,978.6,3.5,4.7,?,?,?,47
275.997066,98916.006354,16.3,20.4,5.44,14.81,7.71,?,980.3,2.9,4.7,?,?,?,6
276.891461,99298.037436,15.7,20,8.56,12.9,9.36,?,985.1,3.3,4.7,?,?,?,33
276.787162,100035.470722,13.6,16.8,7.08,12.12,8.82,?,993.4,4.8,4.7,?,?,?,15
275.589069,100514.219696,13,16,6.07,11.43,8.01,?,999.6,2.9,4.8,?,?,?,348
274.593305,100924.650143,10.9,13,5.58,10.81,8.07,?,1003,2.1,4.8,?,?,?,4
274.23769,101099.516075,10.1,12.7,4.44,9.09,7.07,?,1005.6,1.7,4.8,?,?,?,20
275.542756,101427.213843,10.6,12.4,3.61,10,6.97,?,1008.3,2.4,4.9,?,?,?,10
275.303819,101621.159903,9.5,11.8,2.84,8.33,5.99,?,1010.4,2.3,4.8,?,?,?,11
275.345243,101690.511074,6,8.5,2.68,8.33,6.18,?,1011.4,1.7,4.9,?,?,?,95
274.627868,101611.299652,10.1,12.2,2.78,9.09,6.04,?,1011.1,1.1,4.9,?,?,?,59
275.4082,101543.051236,9.6,11.2,2.32,8.33,5.53,?,1011.1,0.5,4.9,?,?,?,30
274.760228,101374.189105,5.3,6.4,1.9,8.33,6.04,?,1009.3,-0.2,4.9,?,?,?,351
274.868435,101189.343348,2.1,3.1,1.95,8.33,6.44,?,1007.5,0,4.9,?,?,?,42
274.688044,100782.442236,1.9,2.9,1.8,13.79,7.14,?,1004,-0.3,4.8,?,?,?,335
275.447194,100525.143405,4,5.2,2.03,9.09,7.05,?,1001.1,1.9,4.9,?,?,?,113
274.737792,100266.002153,5.1,6.6,2.15,7.14,6.21,?,998,1.5,4.8,?,?,?,176
273.917354,100160.622667,6.6,8.2,1.93,7.69,6.2,?,998,1.2,4.8,?,?,?,181
275.114923,99975.854809,6,7.8,1.82,7.69,5.77,?,996.7,1.3,4.8,?,?,?,157
274.975738,99816.58577,11,13.3,2.17,8.33,5.41,?,994,2.5,4.9,?,?,?,145
275.665288,99509.628393,8.2,9.9,2.84,6.67,5.9,?,991.6,1.9,4.9,?,?,?,163
275.615737,99616.29805,4.4,5.8,2.37,9.09,5.91,?,992.4,0.9,4.8,?,?,?,183
276.058801,99699.834389,8.3,9.6,2.58,7.69,5.87,?,992.7,3.1,4.8,?,?,?,157
275.212651,99721.526896,6.2,7.5,2.64,8.33,6.15,?,993.2,3,4.9,?,?,?,164
274.401246,99882.625912,8.2,10.1,2.85,8.33,6.27,?,995.4,-0.1,4.7,?,?,?,290
274.364826,100317.642735,8,10.2,2.89,10.81,6.79,?,999.3,0,4.7,?,?,?,325
274.351541,100541.05379,7,10,4.61,12.9,8.53,?,1002,1.8,4.7,?,?,?,303
275.054664,100660.810652,2.6,6.1,4.01,12.9,8.95,?,1003.6,1.9,4.7,?,?,?,264
275.794409,100566.495744,5.3,7.3,3.05,12.12,8.36,?,1003.1,1.9,4.7,?,?,?,139
277.524687,100145.909064,11.5,13.7,2.71,11.43,6.06,?,998.9,3.1,4.7,?,?,?,128
278.161912,99253.848018,15.5,18.7,4.05,7.69,6.2,?,990.3,4.8,4.7,?,?,?,125
278.708,98765.598491,12.2,14.8,4.12,9.09,6.54,?,984.2,5.4,4.7,?,?,?,156
278.396646,98571.732659,11.6,13.7,3.83,7.69,6.79,?,983.5,5.5,4.7,?,?,?,149
278.415383,98505.052945,11.8,14.2,4.86,10.81,7.54,?,981.6,5.1,4.7,?,?,?,134
277.885224,98538.172849,10.2,12.8,7.3,17.39,10.34,?,980.6,4.3,4.7,?,?,?,146
277.289499,98975.616986,3.6,5.7,6.38,17.39,10.56,?,984.8,4.6,4.7,?,?,?,171
277.856124,99670.260111,9.7,12.7,5.98,16,9.87,?,991.8,4.5,4.7,?,?,?,256
277.894919,100172.118717,8.5,10.8,6.13,16,9.92,?,998.9,4,4.7,?,?,?,252
277.69509,100460.822469,7.5,8.6,4.92,13.79,8.9,?,1002,4.3,4.6,?,?,?,162
277.975314,100374.602807,8.6,10.5,3.43,10,7.22,?,1002,4.5,4.6,?,?,?,163
278.641495,99951.410994,14.2,17.7,3.43,6.25,5.95,?,996.3,5.6,4.6,?,?,?,143
278.857527,100012.712122,11.2,13.9,4.94,10,7.43,?,998.4,5.6,4.6,?,?,?,190
278.000932,100206.330186,7.9,9.8,4.59,11.43,8.48,?,1000.7,4.4,4.6,?,?,?,142
279.26752,99091.97364,13.9,18.3,5.89,12.9,8.37,?,988.7,4.7,4.7,?,?,?,99
279.708662,98059.331404,14.9,18.2,5.09,9.09,7.39,?,977.8,6,4.7,?,?,?,133
278.42325,97622.809055,20.1,26.3,7.53,12.12,8.49,?,970.8,5.2,4.7,?,?,?,149
278.152151,98289.026594,19.4,24.2,11.14,14.81,10.95,?,978,4.5,4.6,?,?,?,180
278.843198,99409.415617,14.1,18.4,9.32,17.39,10.47,?,991.1,5.3,4.7,?,?,?,191
278.423983,100091.843151,8.8,12.4,6.82,13.79,9.56,?,998.2,4.8,4.7,?,?,?,186
278.031749,100596.233465,7.2,8.9,4.7,13.79,8.86,?,1003.8,4.5,4.7,?,?,?,184
278.316291,100491.876533,11.5,14.5,3.88,10,7.03,?,1003.6,4.8,4.6,?,?,?,126
278.832627,99647.543972,16.9,21,4.98,9.09,7.06,?,994.8,5.5,4.7,?,?,?,125
